QualifiedName,Name,Complexity,Coupling,Size,Lack of Cohesion,CBO,RFC,SRFC,DIT,NOC,WMC,LOC,CMLOC,NOF,NOSF,NOM,NOSM,NORM,LCOM,LCAM,LTCC,ATFD,SI,Coverage,#(C&I),#C,#I,LOC,AC,EC,Abs,Ins,ND,WMC,Coverage,MCC,NBD,LOC,#Pa,#MC,#AF
<Method>License.public equals( Object ): boolean,equals( Object ): boolean,,low,,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
<Method>License.public final component1( ): String,final component1( ): String,,low,,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
<Method>License.public final component2( ): URI,final component2( ): URI,,low,,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
<Method>License.public final component3( ): File,final component3( ): File,,low,,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"<Method>License.public final copy( String, URI, File ): License","final copy( String, URI, File ): License",,low,,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
<Method>License.public final getHeaderFile( ): File,final getHeaderFile( ): File,,low,,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
<Method>License.public final getName( ): String,final getName( ): String,,low,,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
<Method>License.public final getUrl( ): URI,final getUrl( ): URI,,low,,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
<Method>License.public hashCode( ): int,hashCode( ): int,,low,,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
<Method>License.public toString( ): String,toString( ): String,,low,,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
<Field>License->headerFile,final headerFile : File,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>License->name,final name : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>License->url,final url : URI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProjectExtensionsKt,ProjectExtensionsKt,low,low,low,low,2,2,0,1,0,2,9,0,0,0,0,2,0,0,0,0,0,0,,,,,9,,,,,,2,,,,,,,
<Method>ProjectExtensionsKt.public static final getJavaModuleName( Project ): String,static final getJavaModuleName( Project ): String,,low,,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
<Method>ProjectExtensionsKt.public static final getVersions( Project ): Versions,static final getVersions( Project ): Versions,,low,,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Versions,Versions,low,low,low,low,2,7,0,1,0,1,11,1,7,2,7,0,0,0,0.571,1,0,0,,,,,11,,,,,,1,,,,,,,
Versions.Companion,Companion,low,low,low,low,1,1,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,,,,,2,,,,,,1,,,,,,,
<Method>Versions.public Versions( Project ): void,Versions( Project ): void,,low,,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
<Method>Versions.public final get( String ): String,final get( String ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0
<Method>Versions.public final getApiguardian( ): String,final getApiguardian( ): String,,low,,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
<Method>Versions.public final getAssertj( ): String,final getAssertj( ): String,,low,,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
<Method>Versions.public final getJunit4( ): String,final getJunit4( ): String,,low,,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
<Method>Versions.public final getJunit4Min( ): String,final getJunit4Min( ): String,,low,,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
<Method>Versions.public final getOpentest4j( ): String,final getOpentest4j( ): String,,low,,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
<Field>Versions->apiguardian$delegate,final apiguardian$delegate : Object,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>Versions->assertj$delegate,final assertj$delegate : Object,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>Versions->junit4$delegate,final junit4$delegate : Object,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>Versions->junit4Min$delegate,final junit4Min$delegate : Object,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>Versions->opentest4j$delegate,final opentest4j$delegate : Object,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>Versions->project,final project : Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>Versions->properties,final properties : Object,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>Versions->Companion,static final Companion : Companion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>Versions->jvmTarget,static final jvmTarget : JavaVersion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Package>com.example.project,com.example.project,low,low,low,low,,,,,,1,3,,,,,,,,,,,,,1,1,0,3,0,0,0,1,0,1,,,,,,,
com.example.project.Calculator,Calculator,low,low,low,low,0,1,0,0,0,1,3,2,0,0,1,0,0,0,0,0,0,0,,,,,3,,,,,,1,,,,,,,
"<Method>com.example.project.Calculator.public add( int, int ): int","add( int, int ): int",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
<Package>example.domain,example.domain,low,low,low,low,,,,,,20,52,,,,,,,,,,,,,2,2,0,52,0,0,0,1,0,20,,,,,,,
example.domain.Person,Person,low,low,low-medium,low-medium,0,12,3,1,0,20,52,45,4,0,9,0,0,0.688,0.689,0.556,0,0,,,,,52,,,,,,20,,,,,,,
example.domain.Person.Gender,Gender,low,low,low,low,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,,,,,2,,,,,,0,,,,,,,
"<Method>example.domain.Person.public Person( String, String ): void","Person( String, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,0,2
"<Method>example.domain.Person.public Person( String, String, Gender, LocalDate ): void","Person( String, String, Gender, LocalDate ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,4,0,2
<Method>example.domain.Person.public equals( Object ): boolean,equals( Object ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,20,1,4,8
<Method>example.domain.Person.public getDateOfBirth( ): LocalDate,getDateOfBirth( ): LocalDate,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,1
<Method>example.domain.Person.public getFirstName( ): String,getFirstName( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,1
<Method>example.domain.Person.public getGender( ): Gender,getGender( ): Gender,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,1
<Method>example.domain.Person.public getLastName( ): String,getLastName( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,1
<Method>example.domain.Person.public hashCode( ): int,hashCode( ): int,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,7,0,2,4
<Method>example.domain.Person.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,2
<Field>example.domain.Person->dateOfBirth,dateOfBirth : LocalDate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>example.domain.Person->firstName,firstName : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>example.domain.Person->gender,gender : Gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>example.domain.Person->lastName,lastName : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Package>example.registration,example.registration,low,low,low,low,,,,,,7,18,,,,,,,,,,,,,4,4,0,18,0,1,0,1,0,7,,,,,,,
example.registration.WebClient,WebClient,low,low,low,low,1,1,0,1,0,1,3,2,0,0,1,0,0,0,0,0,0,0,,,,,3,,,,,,1,,,,,,,
<Method>example.registration.WebClient.public get( String ): WebResponse,get( String ): WebResponse,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
example.registration.WebResponse,WebResponse,low,low,low,low,0,1,0,1,0,1,3,2,0,0,1,0,0,0,0,0,0,0,,,,,3,,,,,,1,,,,,,,
<Method>example.registration.WebResponse.public getResponseStatus( ): int,getResponseStatus( ): int,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,0
example.registration.WebServerExtension,WebServerExtension,low,low,low,low,1,3,0,1,0,3,12,6,0,0,2,1,0,0,0.333,0,0,0,,,,,12,,,,,,3,,,,,,,
example.registration.WebServerExtension.Builder,Builder,low,low,low,low,0,2,0,1,0,2,5,4,0,0,2,0,0,0,0.25,0,0,0,,,,,5,,,,,,2,,,,,,,
<Method>example.registration.WebServerExtension.public beforeAll( ExtensionContext ): void,beforeAll( ExtensionContext ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>example.registration.WebServerExtension.public getServerUrl( ): String,getServerUrl( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,0
<Method>example.registration.WebServerExtension.public static builder( ): Builder,static builder( ): Builder,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,0
<Package>example.util,example.util,low,low,low,low,,,,,,9,22,,,,,,,,,,,,,3,3,0,22,0,0,0,1,0,9,,,,,,,
example.util.Calculator,Calculator,low,low,low,low,0,4,0,1,0,4,9,8,0,0,4,0,0,0,0,0,0,0,,,,,9,,,,,,4,,,,,,,
"<Method>example.util.Calculator.public add( int, int ): int","add( int, int ): int",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>example.util.Calculator.public divide( int, int ): int","divide( int, int ): int",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>example.util.Calculator.public multiply( int, int ): int","multiply( int, int ): int",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
"<Method>example.util.Calculator.public subtract( int, int ): int","subtract( int, int ): int",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
example.util.ListWriter,ListWriter,low,low,low,low,0,5,3,1,0,2,6,4,1,0,2,0,0,0,0.333,0,0,0,,,,,6,,,,,,2,,,,,,,
<Method>example.util.ListWriter.public ListWriter( Path ): void,ListWriter( Path ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,1
<Method>example.util.ListWriter.public write( String ): void,write( String ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,3,1
<Field>example.util.ListWriter->file,final file : Path,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
example.util.StringUtils,StringUtils,low,low,low,low,0,3,2,1,0,3,7,6,0,0,0,1,0,0,0,0,0,0,,,,,7,,,,,,3,,,,,,,
<Method>example.util.StringUtils.public static isPalindrome( String ): boolean,static isPalindrome( String ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,6,1,3,0
<Package>org.junit.gradle.exec,org.junit.gradle.exec,low,low,low,low,,,,,,1,2,,,,,,,,,,,,,1,1,0,2,0,1,0,1,0,1,,,,,,,
org.junit.gradle.exec.ClasspathSystemPropertyProvider,ClasspathSystemPropertyProvider,low,low,low,low,1,3,0,1,0,1,2,1,2,0,3,0,1,0,0.444,1,0,0.333,,,,,2,,,,,,1,,,,,,,
"<Method>org.junit.gradle.exec.ClasspathSystemPropertyProvider.public ClasspathSystemPropertyProvider( String, FileCollection ): void","ClasspathSystemPropertyProvider( String, FileCollection ): void",,low,,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
<Method>org.junit.gradle.exec.ClasspathSystemPropertyProvider.public asArguments( ): List,asArguments( ): List,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0
<Method>org.junit.gradle.exec.ClasspathSystemPropertyProvider.public final getFiles( ): FileCollection,final getFiles( ): FileCollection,,low,,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
<Field>org.junit.gradle.exec.ClasspathSystemPropertyProvider->files,final files : FileCollection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.junit.gradle.exec.ClasspathSystemPropertyProvider->propertyName,final propertyName : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Package>org.junit.gradle.javadoc,org.junit.gradle.javadoc,low,low,low,low,,,,,,5,13,,,,,,,,,,,,,1,1,0,13,0,1,0,1,0,5,,,,,,,
org.junit.gradle.javadoc.ModuleSpecificJavadocFileOption,ModuleSpecificJavadocFileOption,low,low,low,low,1,5,0,1,0,5,13,12,2,0,5,0,4,0,0.55,1,0,0.8,,,,,13,,,,,,5,,,,,,,
"<Method>org.junit.gradle.javadoc.ModuleSpecificJavadocFileOption.public ModuleSpecificJavadocFileOption( String, Map ): void","ModuleSpecificJavadocFileOption( String, Map ): void",,low,,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
<Method>org.junit.gradle.javadoc.ModuleSpecificJavadocFileOption.public getOption( ): String,getOption( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0
<Method>org.junit.gradle.javadoc.ModuleSpecificJavadocFileOption.public getValue( ): Map,getValue( ): Map,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0
<Method>org.junit.gradle.javadoc.ModuleSpecificJavadocFileOption.public setValue( Map ): void,setValue( Map ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.junit.gradle.javadoc.ModuleSpecificJavadocFileOption.public write( JavadocOptionFileWriterContext ): void,write( JavadocOptionFileWriterContext ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,8,1,0,0
<Field>org.junit.gradle.javadoc.ModuleSpecificJavadocFileOption->option,final option : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.junit.gradle.javadoc.ModuleSpecificJavadocFileOption->valuePerModule,valuePerModule : Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Package>org.junit.jupiter.api,org.junit.jupiter.api,medium-high,medium-high,very-high,low,,,,,,769,2049,,,,,,,,,,,,,51,33,18,2049,14,14,0.373,0.5,0.127,769,,,,,,,
org.junit.jupiter.api.AfterAll,AfterAll,low,low,low,low,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,,5,,,,,,0,,,,,,,
org.junit.jupiter.api.AfterEach,AfterEach,low,low,low,low,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,,5,,,,,,0,,,,,,,
org.junit.jupiter.api.AssertAll,AssertAll,low,low,low,low,3,23,16,1,0,9,34,33,0,0,1,6,0,0,0.543,0,0,0,,,,,34,,,,,,9,,,,,,,
<Method>org.junit.jupiter.api.AssertAll.private AssertAll( ): void,AssertAll( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
<Method>org.junit.jupiter.api.AssertAll.static assertAll( Collection ): void,static assertAll( Collection ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,0
<Method>org.junit.jupiter.api.AssertAll.static assertAll( Executable ): void,static assertAll( Executable ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,0
<Method>org.junit.jupiter.api.AssertAll.static assertAll( Stream ): void,static assertAll( Stream ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,0
"<Method>org.junit.jupiter.api.AssertAll.static assertAll( String, Collection ): void","static assertAll( String, Collection ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,2,4,0
"<Method>org.junit.jupiter.api.AssertAll.static assertAll( String, Executable ): void","static assertAll( String, Executable ): void",low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,2,4,0
"<Method>org.junit.jupiter.api.AssertAll.static assertAll( String, Stream ): void","static assertAll( String, Stream ): void",low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,18,2,8,0
org.junit.jupiter.api.AssertArrayEquals,AssertArrayEquals,high,low,low-medium,medium-high,2,118,44,1,0,112,227,226,0,0,1,51,0,0,0.772,0,0,0,,,,,227,,,,,,112,,,,,,,
<Method>org.junit.jupiter.api.AssertArrayEquals.private AssertArrayEquals( ): void,AssertArrayEquals( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.private static assertArrayElementsEqual( Object, Object, Deque, Object ): void","static assertArrayElementsEqual( Object, Object, Deque, Object ): void",high,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3,27,4,15,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( Object, Object ): void","static assertArrayEquals( Object, Object ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.private static assertArrayEquals( Object, Object, Deque, Object ): void","static assertArrayEquals( Object, Object, Deque, Object ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,14,4,5,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( Object, Object, String ): void","static assertArrayEquals( Object, Object, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( Object, Object, Supplier ): void","static assertArrayEquals( Object, Object, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( boolean, boolean ): void","static assertArrayEquals( boolean, boolean ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.private static assertArrayEquals( boolean, boolean, Deque, Object ): void","static assertArrayEquals( boolean, boolean, Deque, Object ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,9,4,4,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( boolean, boolean, String ): void","static assertArrayEquals( boolean, boolean, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( boolean, boolean, Supplier ): void","static assertArrayEquals( boolean, boolean, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( byte, byte ): void","static assertArrayEquals( byte, byte ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.private static assertArrayEquals( byte, byte, Deque, Object ): void","static assertArrayEquals( byte, byte, Deque, Object ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,9,4,4,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( byte, byte, String ): void","static assertArrayEquals( byte, byte, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( byte, byte, Supplier ): void","static assertArrayEquals( byte, byte, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( char, char ): void","static assertArrayEquals( char, char ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.private static assertArrayEquals( char, char, Deque, Object ): void","static assertArrayEquals( char, char, Deque, Object ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,9,4,4,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( char, char, String ): void","static assertArrayEquals( char, char, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( char, char, Supplier ): void","static assertArrayEquals( char, char, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( double, double ): void","static assertArrayEquals( double, double ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.private static assertArrayEquals( double, double, Deque, Object ): void","static assertArrayEquals( double, double, Deque, Object ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,9,4,5,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( double, double, String ): void","static assertArrayEquals( double, double, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( double, double, Supplier ): void","static assertArrayEquals( double, double, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( double, double, double ): void","static assertArrayEquals( double, double, double ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.private static assertArrayEquals( double, double, double, Deque, Object ): void","static assertArrayEquals( double, double, double, Deque, Object ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,10,5,6,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( double, double, double, String ): void","static assertArrayEquals( double, double, double, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( double, double, double, Supplier ): void","static assertArrayEquals( double, double, double, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( float, float ): void","static assertArrayEquals( float, float ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.private static assertArrayEquals( float, float, Deque, Object ): void","static assertArrayEquals( float, float, Deque, Object ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,9,4,5,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( float, float, String ): void","static assertArrayEquals( float, float, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( float, float, Supplier ): void","static assertArrayEquals( float, float, Supplier ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( float, float, float ): void","static assertArrayEquals( float, float, float ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.private static assertArrayEquals( float, float, float, Deque, Object ): void","static assertArrayEquals( float, float, float, Deque, Object ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,10,5,6,0
"<Method>org.junit.jupiter.api.AssertArrayEquals.static assertArrayEquals( float, float, float, String ): void","static assertArrayEquals( float, float, float, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,1,0
