QualifiedName,Name,Complexity,Coupling,Size,Lack of Cohesion,CBO,RFC,SRFC,DIT,NOC,WMC,LOC,CMLOC,NOF,NOSF,NOM,NOSM,NORM,LCOM,LCAM,LTCC,ATFD,SI,Coverage,#(C&I),#C,#I,LOC,AC,EC,Abs,Ins,ND,WMC,Coverage,MCC,NBD,LOC,#Pa,#MC,#AF
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( double, Double, Supplier ): void","static assertEquals( double, Double, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( double, double ): void","static assertEquals( double, double ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( double, double, String ): void","static assertEquals( double, double, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( double, double, Supplier ): void","static assertEquals( double, double, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( double, double, double ): void","static assertEquals( double, double, double ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( double, double, double, String ): void","static assertEquals( double, double, double, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( double, double, double, Supplier ): void","static assertEquals( double, double, double, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( float, Float ): void","static assertEquals( float, Float ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( float, Float, String ): void","static assertEquals( float, Float, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( float, Float, Supplier ): void","static assertEquals( float, Float, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( float, float ): void","static assertEquals( float, float ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( float, float, String ): void","static assertEquals( float, float, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( float, float, Supplier ): void","static assertEquals( float, float, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( float, float, float ): void","static assertEquals( float, float, float ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( float, float, float, String ): void","static assertEquals( float, float, float, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( float, float, float, Supplier ): void","static assertEquals( float, float, float, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( int, Integer ): void","static assertEquals( int, Integer ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( int, Integer, String ): void","static assertEquals( int, Integer, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( int, Integer, Supplier ): void","static assertEquals( int, Integer, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( int, int ): void","static assertEquals( int, int ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( int, int, String ): void","static assertEquals( int, int, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( int, int, Supplier ): void","static assertEquals( int, int, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( long, Long ): void","static assertEquals( long, Long ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( long, Long, String ): void","static assertEquals( long, Long, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( long, Long, Supplier ): void","static assertEquals( long, Long, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( long, long ): void","static assertEquals( long, long ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( long, long, String ): void","static assertEquals( long, long, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( long, long, Supplier ): void","static assertEquals( long, long, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( short, Short ): void","static assertEquals( short, Short ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( short, Short, String ): void","static assertEquals( short, Short, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( short, Short, Supplier ): void","static assertEquals( short, Short, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( short, short ): void","static assertEquals( short, short ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( short, short, String ): void","static assertEquals( short, short, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertEquals( short, short, Supplier ): void","static assertEquals( short, short, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
<Method>org.junit.jupiter.api.Assertions.public static assertFalse( BooleanSupplier ): void,static assertFalse( BooleanSupplier ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertFalse( BooleanSupplier, String ): void","static assertFalse( BooleanSupplier, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertFalse( BooleanSupplier, Supplier ): void","static assertFalse( BooleanSupplier, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
<Method>org.junit.jupiter.api.Assertions.public static assertFalse( boolean ): void,static assertFalse( boolean ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertFalse( boolean, String ): void","static assertFalse( boolean, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertFalse( boolean, Supplier ): void","static assertFalse( boolean, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertIterableEquals( Iterable, Iterable ): void","static assertIterableEquals( Iterable, Iterable ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertIterableEquals( Iterable, Iterable, String ): void","static assertIterableEquals( Iterable, Iterable, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertIterableEquals( Iterable, Iterable, Supplier ): void","static assertIterableEquals( Iterable, Iterable, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertLinesMatch( List, List ): void","static assertLinesMatch( List, List ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertLinesMatch( List, List, String ): void","static assertLinesMatch( List, List, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertLinesMatch( List, List, Supplier ): void","static assertLinesMatch( List, List, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertLinesMatch( Stream, Stream ): void","static assertLinesMatch( Stream, Stream ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertLinesMatch( Stream, Stream, String ): void","static assertLinesMatch( Stream, Stream, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertLinesMatch( Stream, Stream, Supplier ): void","static assertLinesMatch( Stream, Stream, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Byte, Byte ): void","static assertNotEquals( Byte, Byte ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Byte, Byte, String ): void","static assertNotEquals( Byte, Byte, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Byte, Byte, Supplier ): void","static assertNotEquals( Byte, Byte, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Byte, byte ): void","static assertNotEquals( Byte, byte ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Byte, byte, String ): void","static assertNotEquals( Byte, byte, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Byte, byte, Supplier ): void","static assertNotEquals( Byte, byte, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Character, Character ): void","static assertNotEquals( Character, Character ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Character, Character, String ): void","static assertNotEquals( Character, Character, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Character, Character, Supplier ): void","static assertNotEquals( Character, Character, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Character, char ): void","static assertNotEquals( Character, char ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Character, char, String ): void","static assertNotEquals( Character, char, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Character, char, Supplier ): void","static assertNotEquals( Character, char, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Double, Double ): void","static assertNotEquals( Double, Double ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Double, Double, String ): void","static assertNotEquals( Double, Double, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Double, Double, Supplier ): void","static assertNotEquals( Double, Double, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Double, double ): void","static assertNotEquals( Double, double ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Double, double, String ): void","static assertNotEquals( Double, double, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Double, double, Supplier ): void","static assertNotEquals( Double, double, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Float, Float ): void","static assertNotEquals( Float, Float ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Float, Float, String ): void","static assertNotEquals( Float, Float, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Float, Float, Supplier ): void","static assertNotEquals( Float, Float, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Float, float ): void","static assertNotEquals( Float, float ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Float, float, String ): void","static assertNotEquals( Float, float, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Float, float, Supplier ): void","static assertNotEquals( Float, float, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Integer, Integer ): void","static assertNotEquals( Integer, Integer ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Integer, Integer, String ): void","static assertNotEquals( Integer, Integer, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Integer, Integer, Supplier ): void","static assertNotEquals( Integer, Integer, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Integer, int ): void","static assertNotEquals( Integer, int ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Integer, int, String ): void","static assertNotEquals( Integer, int, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Integer, int, Supplier ): void","static assertNotEquals( Integer, int, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Long, Long ): void","static assertNotEquals( Long, Long ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Long, Long, String ): void","static assertNotEquals( Long, Long, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Long, Long, Supplier ): void","static assertNotEquals( Long, Long, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Long, long ): void","static assertNotEquals( Long, long ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Long, long, String ): void","static assertNotEquals( Long, long, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Long, long, Supplier ): void","static assertNotEquals( Long, long, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Object, Object ): void","static assertNotEquals( Object, Object ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Object, Object, String ): void","static assertNotEquals( Object, Object, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Object, Object, Supplier ): void","static assertNotEquals( Object, Object, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Short, Short ): void","static assertNotEquals( Short, Short ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Short, Short, String ): void","static assertNotEquals( Short, Short, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Short, Short, Supplier ): void","static assertNotEquals( Short, Short, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Short, short ): void","static assertNotEquals( Short, short ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Short, short, String ): void","static assertNotEquals( Short, short, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( Short, short, Supplier ): void","static assertNotEquals( Short, short, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( byte, Byte ): void","static assertNotEquals( byte, Byte ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( byte, Byte, String ): void","static assertNotEquals( byte, Byte, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( byte, Byte, Supplier ): void","static assertNotEquals( byte, Byte, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( byte, byte ): void","static assertNotEquals( byte, byte ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( byte, byte, String ): void","static assertNotEquals( byte, byte, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( byte, byte, Supplier ): void","static assertNotEquals( byte, byte, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( char, Character ): void","static assertNotEquals( char, Character ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( char, Character, String ): void","static assertNotEquals( char, Character, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( char, Character, Supplier ): void","static assertNotEquals( char, Character, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( char, char ): void","static assertNotEquals( char, char ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( char, char, String ): void","static assertNotEquals( char, char, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( char, char, Supplier ): void","static assertNotEquals( char, char, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( double, Double ): void","static assertNotEquals( double, Double ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( double, Double, String ): void","static assertNotEquals( double, Double, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( double, Double, Supplier ): void","static assertNotEquals( double, Double, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( double, double ): void","static assertNotEquals( double, double ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( double, double, String ): void","static assertNotEquals( double, double, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( double, double, Supplier ): void","static assertNotEquals( double, double, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( double, double, double ): void","static assertNotEquals( double, double, double ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( double, double, double, String ): void","static assertNotEquals( double, double, double, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,4,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( double, double, double, Supplier ): void","static assertNotEquals( double, double, double, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,4,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( float, Float ): void","static assertNotEquals( float, Float ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( float, Float, String ): void","static assertNotEquals( float, Float, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( float, Float, Supplier ): void","static assertNotEquals( float, Float, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( float, float ): void","static assertNotEquals( float, float ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( float, float, String ): void","static assertNotEquals( float, float, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( float, float, Supplier ): void","static assertNotEquals( float, float, Supplier ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
"<Method>org.junit.jupiter.api.Assertions.public static assertNotEquals( float, float, float ): void","static assertNotEquals( float, float, float ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,0
